zip,state,customersServed,customersAffected,lastUpdatedTime,latitude,longitude,utility,time pulled
70062,L,9494,1,1753209507540,29.99237,-90.24308,,Entergy,2025-07-22,6:39,0.0
70070,L,5767,6,1753209507540,29.92437,-90.36795,,Entergy,2025-07-22,6:39,0.0
70114,L,10793,14,1753209507540,29.93201,-90.02746,,Entergy,2025-07-22,6:39,0.0
70122,L,17012,1,1753209507540,30.00593,-90.06174,,Entergy,2025-07-22,6:39,0.0
70123,L,16672,1,1753209507540,29.9591,-90.20393,,Entergy,2025-07-22,6:39,0.0
70126,L,13068,2,1753209507540,30.01438,-90.02125,,Entergy,2025-07-22,6:39,0.0
70131,L,11558,36,1753209507540,29.91693,-89.98767,,Entergy,2025-07-22,6:39,0.0
70301,L,23157,1,1753209507540,29.79502,-90.81192,,Entergy,2025-07-22,6:39,0.0
70339,L,3647,1,1753209507540,29.94999,-91.20906,,Entergy,2025-07-22,6:39,0.0
70346,L,5057,1,1753209507540,30.10494,-91.00106,,Entergy,2025-07-22,6:39,0.0
70354,L,2183,4,1753209507540,29.4315,-90.29465,,Entergy,2025-07-22,6:39,0.0
70363,L,5671,5,1753209507540,29.57521,-90.69594,,Entergy,2025-07-22,6:39,0.0
70364,L,7291,155,1753209507540,29.63729,-90.707,,Entergy,2025-07-22,6:39,0.02
70395,L,2186,1,1753209507540,29.71902,-90.82822,,Entergy,2025-07-22,6:39,0.0
70403,L,15801,4,1753209507540,30.48397,-90.47833,,Entergy,2025-07-22,6:39,0.0
70422,L,5725,1,1753209507540,30.73347,-90.50424,,Entergy,2025-07-22,6:39,0.0
70443,L,4767,5,1753209507540,30.61081,-90.54507,,Entergy,2025-07-22,6:39,0.0
70454,L,17852,5,1753209507540,30.44136,-90.42073,,Entergy,2025-07-22,6:39,0.0
70456,L,1323,4,1753209507540,30.76247,-90.51168,,Entergy,2025-07-22,6:39,0.0
70532,L,981,128,1753209507540,30.45273,-92.71679,,Entergy,2025-07-22,6:39,0.13
70546,L,6302,45,1753209507540,30.23529,-92.65886,,Entergy,2025-07-22,6:39,0.01
70549,L,1749,1,1753209507540,30.08686,-92.68687,,Entergy,2025-07-22,6:39,0.0
70559,L,692,2,1753209507540,30.11745,-92.49455,,Entergy,2025-07-22,6:39,0.0
70560,L,5276,1,1753209507540,29.98533,-91.84989,,Entergy,2025-07-22,6:39,0.0
70570,L,2955,5,1753209507540,30.52525,-92.09352,,Entergy,2025-07-22,6:39,0.0
70577,L,2297,1,1753209507540,30.55377,-91.95875,,Entergy,2025-07-22,6:39,0.0
70584,L,3155,1,1753209507540,30.40042,-92.08246,,Entergy,2025-07-22,6:39,0.0
70607,L,13590,1,1753209507540,30.1368,-93.19844,,Entergy,2025-07-22,6:39,0.0
70661,L,952,4,1753209507540,30.33737,-93.66984,,Entergy,2025-07-22,6:39,0.0
70748,L,1720,1,1753209507540,30.83394,-91.19986,,Entergy,2025-07-22,6:39,0.0
70774,L,1056,3,1753209507540,30.23919,-90.83908,,Entergy,2025-07-22,6:39,0.0
70791,L,6469,9,1753209507540,30.65331,-91.14963,,Entergy,2025-07-22,6:39,0.0
70805,L,10904,1,1753209507540,30.49101,-91.14945,,Entergy,2025-07-22,6:39,0.0
70808,L,18107,1,1753209507540,30.40982,-91.14754,,Entergy,2025-07-22,6:39,0.0
70810,L,22276,2,1753209507540,30.36238,-91.08926,,Entergy,2025-07-22,6:39,0.0
70811,L,5725,1,1753209507540,30.52858,-91.12138,,Entergy,2025-07-22,6:39,0.0
70812,L,3771,4,1753209507540,30.50383,-91.11509,,Entergy,2025-07-22,6:39,0.0
71070,L,777,3,1753209507540,32.13266,-92.97748,,Entergy,2025-07-22,6:39,0.0
71201,L,13491,156,1753209507540,32.52237,-92.10483,,Entergy,2025-07-22,6:39,0.01
71203,L,19342,9,1753209507540,32.5353,-92.04635,,Entergy,2025-07-22,6:39,0.0
71238,L,1594,1,1753209507540,32.39639,-92.35446,,Entergy,2025-07-22,6:39,0.0
71254,L,2844,1,1753209507540,32.78481,-91.23093,,Entergy,2025-07-22,6:39,0.0
71291,L,19080,2,1753209507540,32.52286,-92.17265,,Entergy,2025-07-22,6:39,0.0
71295,L,4629,1,1753209507540,32.1615,-91.70429,,Entergy,2025-07-22,6:39,0.0
70003,L,17837,224,1753210107208,30.00099,-90.21825,,Entergy,2025-07-22,6:48,0.01
70005,L,13909,17,1753210107208,29.9994,-90.12939,,Entergy,2025-07-22,6:48,0.0
70030,L,1981,15,1753210107208,29.81213,-90.451,,Entergy,2025-07-22,6:48,0.01
70056,L,17887,363,1753210107208,29.90141,-90.03282,,Entergy,2025-07-22,6:48,0.02
70062,L,9494,1,1753210107208,29.99237,-90.24308,,Entergy,2025-07-22,6:48,0.0
70070,L,5767,6,1753210107208,29.92437,-90.36795,,Entergy,2025-07-22,6:48,0.0
70094,L,14330,1,1753210107208,29.92925,-90.17907,,Entergy,2025-07-22,6:48,0.0
70114,L,10793,14,1753210107208,29.93201,-90.02746,,Entergy,2025-07-22,6:48,0.0
70122,L,17012,1,1753210107208,30.00593,-90.06174,,Entergy,2025-07-22,6:48,0.0
70123,L,16672,1,1753210107208,29.9591,-90.20393,,Entergy,2025-07-22,6:48,0.0
70126,L,13068,2,1753210107208,30.01438,-90.02125,,Entergy,2025-07-22,6:48,0.0
70131,L,11558,36,1753210107208,29.91693,-89.98767,,Entergy,2025-07-22,6:48,0.0
70346,L,5057,1,1753210107208,30.10494,-91.00106,,Entergy,2025-07-22,6:48,0.0
70354,L,2183,4,1753210107208,29.4315,-90.29465,,Entergy,2025-07-22,6:48,0.0
70364,L,7291,154,1753210107208,29.63729,-90.707,,Entergy,2025-07-22,6:48,0.02
70395,L,2186,1,1753210107208,29.71902,-90.82822,,Entergy,2025-07-22,6:48,0.0
70403,L,15801,4,1753210107208,30.48397,-90.47833,,Entergy,2025-07-22,6:48,0.0
70422,L,5725,1,1753210107208,30.73347,-90.50424,,Entergy,2025-07-22,6:48,0.0
70443,L,4767,5,1753210107208,30.61081,-90.54507,,Entergy,2025-07-22,6:48,0.0
70454,L,17852,5,1753210107208,30.44136,-90.42073,,Entergy,2025-07-22,6:48,0.0
70456,L,1323,4,1753210107208,30.76247,-90.51168,,Entergy,2025-07-22,6:48,0.0
70532,L,981,128,1753210107208,30.45273,-92.71679,,Entergy,2025-07-22,6:48,0.13
70546,L,6302,45,1753210107208,30.23529,-92.65886,,Entergy,2025-07-22,6:48,0.01
70549,L,1749,1,1753210107208,30.08686,-92.68687,,Entergy,2025-07-22,6:48,0.0
70560,L,5276,1,1753210107208,29.98533,-91.84989,,Entergy,2025-07-22,6:48,0.0
70570,L,2955,5,1753210107208,30.52525,-92.09352,,Entergy,2025-07-22,6:48,0.0
70577,L,2297,1,1753210107208,30.55377,-91.95875,,Entergy,2025-07-22,6:48,0.0
70584,L,3155,1,1753210107208,30.40042,-92.08246,,Entergy,2025-07-22,6:48,0.0
70607,L,13590,1,1753210107208,30.1368,-93.19844,,Entergy,2025-07-22,6:48,0.0
70661,L,952,4,1753210107208,30.33737,-93.66984,,Entergy,2025-07-22,6:48,0.0
70748,L,1720,1,1753210107208,30.83394,-91.19986,,Entergy,2025-07-22,6:48,0.0
70774,L,1056,3,1753210107208,30.23919,-90.83908,,Entergy,2025-07-22,6:48,0.0
70776,L,2395,1,1753210107208,30.28348,-91.11075,,Entergy,2025-07-22,6:48,0.0
70805,L,10904,1,1753210107208,30.49101,-91.14945,,Entergy,2025-07-22,6:48,0.0
70808,L,18107,1,1753210107208,30.40982,-91.14754,,Entergy,2025-07-22,6:48,0.0
70810,L,22276,2,1753210107208,30.36238,-91.08926,,Entergy,2025-07-22,6:48,0.0
70811,L,5725,5,1753210107208,30.52858,-91.12138,,Entergy,2025-07-22,6:48,0.0
70812,L,3771,4,1753210107208,30.50383,-91.11509,,Entergy,2025-07-22,6:48,0.0
71070,L,777,11,1753210107208,32.13266,-92.97748,,Entergy,2025-07-22,6:48,0.01
71201,L,13491,156,1753210107208,32.52237,-92.10483,,Entergy,2025-07-22,6:48,0.01
71203,L,19342,9,1753210107208,32.5353,-92.04635,,Entergy,2025-07-22,6:48,0.0
71232,L,3072,1,1753210107208,32.43498,-91.5079,,Entergy,2025-07-22,6:48,0.0
71238,L,1594,1,1753210107208,32.39639,-92.35446,,Entergy,2025-07-22,6:48,0.0
71254,L,2844,1,1753210107208,32.78481,-91.23093,,Entergy,2025-07-22,6:48,0.0
71291,L,19080,2,1753210107208,32.52286,-92.17265,,Entergy,2025-07-22,6:48,0.0
71295,L,4629,1,1753210107208,32.1615,-91.70429,,Entergy,2025-07-22,6:48,0.0
OTHER,L,1,1,1753210107208,,,,Entergy,2025-07-22,6:48,1.0
