,zip,state,customersServed,customersAffected,lastUpdatedTime,latitude,longitude,utility,time pulled
0,70030,L,1981,2,1753061967417,29.81213,-90.451,Entergy,2025-07-21 01:40:15.640636
1,70037,L,7814,1,1753061967417,29.82797,-90.00612,Entergy,2025-07-21 01:40:15.640636
2,70047,L,5274,31,1753061967417,29.9648,-90.37318,Entergy,2025-07-21 01:40:15.640636
3,70056,L,17887,13,1753061967417,29.90141,-90.03282,Entergy,2025-07-21 01:40:15.640636
4,70070,L,5767,23,1753061967417,29.92437,-90.36795,Entergy,2025-07-21 01:40:15.640636
5,70116,L,6410,1,1753061967417,29.96776,-90.06432,Entergy,2025-07-21 01:40:15.640636
6,70129,L,4373,7,1753061967417,30.04602,-89.89063,Entergy,2025-07-21 01:40:15.640636
7,70346,L,5057,1,1753061967417,30.10494,-91.00106,Entergy,2025-07-21 01:40:15.640636
8,70560,L,5276,1,1753061967417,29.98533,-91.84989,Entergy,2025-07-21 01:40:15.640636
9,70737,L,20604,3,1753061967417,30.23743,-90.92211,Entergy,2025-07-21 01:40:15.640636
10,70791,L,6469,18,1753061967417,30.65331,-91.14963,Entergy,2025-07-21 01:40:15.640636
11,70807,L,6578,1,1753061967417,30.53502,-91.17433,Entergy,2025-07-21 01:40:15.640636
12,70809,L,16154,15,1753061967417,30.39812,-91.07447,Entergy,2025-07-21 01:40:15.640636
13,70810,L,22276,2,1753061967417,30.36238,-91.08926,Entergy,2025-07-21 01:40:15.640636
14,70811,L,5725,1,1753061967417,30.52858,-91.12138,Entergy,2025-07-21 01:40:15.640636
15,70814,L,5247,1,1753061967417,30.4824,-91.07228,Entergy,2025-07-21 01:40:15.640636
16,70816,L,17052,1,1753061967417,30.42356,-91.03448,Entergy,2025-07-21 01:40:15.640636
17,70817,L,12154,3,1753061967417,30.38227,-91.00252,Entergy,2025-07-21 01:40:15.640636
18,71040,L,2013,1,1753061967417,32.79265,-93.04299,Entergy,2025-07-21 01:40:15.640636
