,zip,state,customersServed,customersAffected,lastUpdatedTime,latitude,longitude,utility,time pulled
0,38632,M,13796,6,1753147527385,34.81929,-89.99467,Entergy,2025-07-22 01:26:35.780105
1,38680,M,3289,1,1753147527385,34.95546,-90.12808,Entergy,2025-07-22 01:26:35.780105
2,39046,M,10261,4,1753147527385,32.61025,-90.01947,Entergy,2025-07-22 01:26:35.780105
3,39073,M,5360,11,1753147527385,32.12856,-90.11806,Entergy,2025-07-22 01:26:35.780105
4,39110,M,23157,1,1753147527385,32.48981,-90.12691,Entergy,2025-07-22 01:26:35.780105
5,39120,M,11347,1,1753147527385,31.55832,-91.35712,Entergy,2025-07-22 01:26:35.780105
6,39157,M,14900,1,1753147527385,32.41771,-90.13496,Entergy,2025-07-22 01:26:35.780105
7,39160,M,1248,5,1753147527385,33.02493,-89.75359,Entergy,2025-07-22 01:26:35.780105
8,39180,M,15650,2,1753147527385,32.29153,-90.85439,Entergy,2025-07-22 01:26:35.780105
9,39212,M,11950,109,1753147527385,32.24771,-90.25779,Entergy,2025-07-22 01:26:35.780105
10,39213,M,9024,6,1753147527385,32.36139,-90.22258,Entergy,2025-07-22 01:26:35.780105
11,39601,M,8045,4,1753147527385,31.57434,-90.46337,Entergy,2025-07-22 01:26:35.780105
12,39645,M,1169,1,1753147527385,31.16462,-90.80817,Entergy,2025-07-22 01:26:35.780105
13,39667,M,1712,2,1753147527385,31.12261,-90.13936,Entergy,2025-07-22 01:26:35.780105
