,zip,state,customersServed,customersAffected,lastUpdatedTime,latitude,longitude,utility,time pulled
0,39180,M,15635,179,1753006647362,32.29153,-90.85439,Entergy,2025-07-20 10:18:17.655678
1,39183,M,5878,17,1753006647362,32.3882,-90.81591,Entergy,2025-07-20 10:18:17.655678
2,39208,M,10912,1,1753006647362,32.27003,-90.11125,Entergy,2025-07-20 10:18:17.655678
3,39645,M,1170,1,1753006647362,31.16462,-90.80817,Entergy,2025-07-20 10:18:17.655678
4,39667,M,1710,2,1753006647362,31.12261,-90.13936,Entergy,2025-07-20 10:18:17.655678
