,state,county,customersServed,customersAffected,percentageWithPower,lastUpdatedTime,latitude,longitude,utility,time pulled
30,L,MOREHOUSE,12545,0,100.0,1753061967167,32.71818540433925,-91.82836291913216,Entergy,2025-07-21 01:40:16.832168
31,L,NATCHITOCHES,755,0,100.0,1753061967167,31.914509151414308,-92.99229617304493,Entergy,2025-07-21 01:40:16.832168
32,L,ORLEANS,194851,8,100.0,1753061967167,30.0334496124031,-89.86143410852713,Entergy,2025-07-21 01:40:16.832168
33,L,OTHER,1,0,100.0,1753061967167,,,Entergy,2025-07-21 01:40:16.832168
34,L,OUACHITA,82222,0,100.0,1753061967167,32.5634,-92.03646666666667,Entergy,2025-07-21 01:40:16.832168
35,L,PLAQUEMINES,13485,1,100.0,1753061967167,29.632186046511627,-89.81465116279071,Entergy,2025-07-21 01:40:16.832168
36,L,POINTE COUPEE,5174,0,100.0,1753061967167,30.789189189189187,-91.64455598455598,Entergy,2025-07-21 01:40:16.832168
37,L,RED RIVER,461,0,100.0,1753061967167,32.065892116182575,-93.20518672199171,Entergy,2025-07-21 01:40:16.832168
38,L,RICHLAND,9153,0,100.0,1753061967167,32.37761255115962,-91.76414733969986,Entergy,2025-07-21 01:40:16.832168
39,L,SABINE,90,0,100.0,1753061967167,31.506923076923076,-93.35538461538461,Entergy,2025-07-21 01:40:16.832168
40,L,ST. BERNARD,22973,0,100.0,1753061967167,29.932934362934365,-89.76490347490348,Entergy,2025-07-21 01:40:16.832168
41,L,ST. CHARLES,22949,56,100.0,1753061967167,29.849055118110236,-90.40023622047244,Entergy,2025-07-21 01:40:16.832168
42,L,ST. HELENA,1824,0,100.0,1753061967167,30.80721712538226,-90.84807339449542,Entergy,2025-07-21 01:40:16.832168
43,L,ST. JAMES,9929,0,100.0,1753061967167,29.958266666666667,-90.748,Entergy,2025-07-21 01:40:16.832168
44,L,ST. JOHN THE BAPTIST,19415,0,100.0,1753061967167,30.092586206896552,-90.53577586206896,Entergy,2025-07-21 01:40:16.832168
45,L,ST. LANDRY,11186,0,100.0,1753061967167,30.52764350453172,-92.05948640483383,Entergy,2025-07-21 01:40:16.832168
46,L,ST. MARTIN,4992,0,100.0,1753061967167,30.250061349693254,-91.74659509202453,Entergy,2025-07-21 01:40:16.832168
47,L,ST. TAMMANY,4187,0,100.0,1753061967167,30.397961783439495,-90.02031847133759,Entergy,2025-07-21 01:40:16.832168
48,L,TANGIPAHOA,67858,0,100.0,1753061967167,30.60185393258427,-90.36870786516853,Entergy,2025-07-21 01:40:16.832168
49,L,TENSAS,3613,0,100.0,1753061967167,32.045488372093025,-91.31625581395349,Entergy,2025-07-21 01:40:16.832168
50,L,TERREBONNE,27487,0,100.0,1753061967167,29.472579505300352,-90.93692579505301,Entergy,2025-07-21 01:40:16.832168
51,L,UNION,3524,0,100.0,1753061967167,32.76151639344262,-92.28840163934426,Entergy,2025-07-21 01:40:16.832168
52,L,VERMILION,8600,0,100.0,1753061967167,30.067826086956522,-92.4074154589372,Entergy,2025-07-21 01:40:16.832168
53,L,VERNON,1802,0,100.0,1753061967167,31.185531914893616,-92.98851063829787,Entergy,2025-07-21 01:40:16.832168
54,L,W. BATON ROUGE,13528,0,100.0,1753061967167,30.509285714285713,-91.29169642857143,Entergy,2025-07-21 01:40:16.832168
55,L,W. CARROLL,2528,0,100.0,1753061967167,32.80550847457627,-91.43223163841807,Entergy,2025-07-21 01:40:16.832168
56,L,W. FELICIANA,1870,0,100.0,1753061967167,30.87159509202454,-91.41463190184048,Entergy,2025-07-21 01:40:16.832168
57,L,WASHINGTON,8362,0,100.0,1753061967167,30.81416901408451,-89.98884507042254,Entergy,2025-07-21 01:40:16.832168
58,L,WEBSTER,11535,0,100.0,1753061967167,32.75104651162791,-93.3486046511628,Entergy,2025-07-21 01:40:16.832168
59,L,WINN,4748,0,100.0,1753061967167,31.94213043478261,-92.75565217391303,Entergy,2025-07-21 01:40:16.832168
